GEO_NAME,C14_RATE_LOW_CI_MEN+_change,C15_RATE_LOW_CI_WOMEN+_change,C14_RATE_LOW_CI_MEN+_19,C14_RATE_LOW_CI_MEN+_20,C15_RATE_LOW_CI_WOMEN+_19,C15_RATE_LOW_CI_WOMEN+_20
Sarnia,-2.042277182884607,5.646465141345353,68453.0,67055.0,40822.0,43127.0
"Plympton-Wyoming, Town (T)",-2.8519219473993345,6.594081793157688,76615.0,74430.0,40688.0,43371.0
"Point Edward, Village (VL)",0.10718113612004287,8.404685612228818,62511.0,62578.0,38074.0,41274.0
"Sarnia, City (CY)",-1.2533859786052064,5.008161448286096,65343.0,64524.0,40434.0,42459.0
"Sarnia 45, Indian reserve (IRI)",5.166527313266444,14.904272121422244,28704.0,30187.0,25959.0,29828.0
"St. Clair, Township (TP)",-2.3625927257714388,6.763962249981226,75087.0,73313.0,39947.0,42649.0
Saskatoon,0.8045410459033597,5.025092299869565,62893.0,63399.0,45233.0,47506.0
"Aberdeen, Town (T)",6.382938780107759,11.706633174635627,53267.0,56667.0,34237.0,38245.0
"Aberdeen No. 373, Rural municipality (RM)",3.7547075069043436,-1.2073154653155784,79660.0,82651.0,53093.0,52452.0
"Allan, Town (T)",-1.7226801944620587,6.304554832566259,66234.0,65093.0,25204.0,26793.0
"Asquith, Town (T)",2.8154524459374346,17.871796596488867,47630.0,48971.0,29734.0,35048.0
"Blucher No. 343, Rural municipality (RM)",-11.512808268765692,6.418340795611711,64919.0,57445.0,42659.0,45397.0
"Bradwell, Village (VL)",,,,,,
"Clavet, Village (VL)",-12.697750218618332,21.248886147097128,50316.0,43927.0,29178.0,35378.0
"Colonsay, Town (T)",-7.076779961756448,4.836454176472595,58049.0,53941.0,29319.0,30737.0
"Colonsay No. 342, Rural municipality (RM)",-7.2985964237646614,9.43984163061808,52010.0,48214.0,27278.0,29853.0
"Corman Park No. 344, Rural municipality (RM)",0.5530004380201489,-1.819988698142988,73056.0,73460.0,51319.0,50385.0
"Dalmeny, Town (T)",0.3705022003624126,3.4193191532156684,61808.0,62037.0,39774.0,41134.0
"Delisle, Town (T)",4.465886057925859,1.7510648367250354,59697.0,62363.0,33808.0,34400.0
"Dundurn, Town (T)",4.756816734131958,15.263189484424705,48667.0,50982.0,33322.0,38408.0
"Dundurn No. 314, Rural municipality (RM)",-4.834447569989893,2.9672812361318432,82119.0,78149.0,49574.0,51045.0
"Langham, Town (T)",-0.45762835472578767,6.485553638033736,54848.0,54597.0,35926.0,38256.0
"Martensville, City (CY)",0.28970973313276505,6.892882478127217,71796.0,72004.0,42290.0,45205.0
"Meacham, Village (VL)",,,,,,
"Osler, Town (T)",-3.7046641721927904,10.885243701989198,53986.0,51986.0,29811.0,33056.0
"Saskatoon, City (CY)",1.2043621005394882,5.159082829719161,60613.0,61343.0,45008.0,47330.0
"Shields, Resort village (RV)",-2.3795830337886414,2.9026393329571816,55640.0,54316.0,47853.0,49242.0
"Thode, Resort village (RV)",,,,,,
"Vanscoy, Village (VL)",-12.92169752679463,10.314734885479348,53089.0,46229.0,31741.0,35015.0
"Vanscoy No. 345, Rural municipality (RM)",-1.2155656807972823,4.5829383886255926,62111.0,61356.0,42200.0,44134.0
"Warman, City (CY)",2.1450873849397833,6.800680515759312,73983.0,75570.0,44672.0,47710.0
"Whitecap, Indian reserve (IRI)",20.978894290286544,29.881088125101808,33119.0,40067.0,30695.0,39867.0
Sault Ste. Marie,2.638512771719242,7.441144558552648,54652.0,56094.0,39631.0,42580.0
"Garden River 14, Indian reserve (IRI)",9.103881278538813,18.935287425550428,31536.0,34407.0,29886.0,35545.0
"Laird, Township (TP)",-0.9646465501193114,11.82748538011696,59089.0,58519.0,34200.0,38245.0
"Macdonald, Meredith and Aberdeen Additional, Township (TP)",0.019169774493743682,5.9729351376574895,57382.0,57393.0,38574.0,40878.0
"Prince, Township (TP)",4.633288732613498,7.949114082943079,64274.0,67252.0,41426.0,44719.0
"Rankin Location 15D, Indian reserve (IRI)",,,,,,
"Sault Ste. Marie, City (CY)",2.669192987619801,7.192885216164465,54361.0,55812.0,39692.0,42547.0
Sept-Îles,2.1114838386055115,9.255615281244001,63794.0,65141.0,41672.0,45529.0
"Maliotenam, Indian reserve (IRI)",12.45777027027027,23.479420613504544,40256.0,45271.0,32241.0,39811.0
"Sept-Îles, Ville (V)",1.9156971894007189,7.9105458300089175,65929.0,67192.0,42614.0,45985.0
"Uashat 27, Indian reserve (IRI)",12.31178569268912,37.65438690158391,33074.0,37146.0,28095.0,38674.0
Shawinigan,4.1295565145533,10.21190468888957,43564.0,45363.0,32609.0,35939.0
"Shawinigan, Ville (V)",4.1295565145533,10.21190468888957,43564.0,45363.0,32609.0,35939.0
Sherbrooke,4.541306245536068,8.381992366219256,50404.0,52693.0,39561.0,42877.0
"Ascot Corner, Municipalité (MÉ)",4.628469837165138,7.902354303357777,49498.0,51789.0,41456.0,44732.0
"Compton, Municipalité (MÉ)",12.87995609105878,10.747546634789137,38261.0,43189.0,35971.0,39837.0
"Hatley, Canton (municipalité de) (CT)",1.3223987698616095,4.868778280542987,58530.0,59304.0,44200.0,46352.0
"Magog, Ville (V)",0.5067377350700049,8.249162688889475,53282.0,53552.0,37919.0,41047.0
"North Hatley, Village (VL)",18.026282684007818,12.87320768565362,51669.0,60983.0,38149.0,43060.0
"Orford, Canton (municipalité de) (CT)",-3.5069449330837754,-1.0750634917603925,71059.0,68567.0,52369.0,51806.0
"Saint-Denis-de-Brompton, Municipalité (MÉ)",-3.5263970181415796,8.04871425288797,68682.0,66260.0,47871.0,51724.0
"Sherbrooke, Ville (V)",5.936741695255627,8.764323319913286,47804.0,50642.0,38748.0,42144.0
"Stoke, Municipalité (MÉ)",2.6749680585694295,9.949258780220873,49309.0,50628.0,40204.0,44204.0
"Val-Joli, Municipalité (MÉ)",2.2552783109404992,6.243626062322946,45848.0,46882.0,35300.0,37504.0
"Waterville, Ville (V)",8.650888864652634,9.793846153846154,45845.0,49811.0,32500.0,35683.0
Sorel-Tracy,0.9907337257415932,9.694698943301232,51477.0,51987.0,34163.0,37475.0
"Saint-Joseph-de-Sorel, Ville (V)",3.691632514763303,19.160973974267634,30989.0,32133.0,23861.0,28433.0
"Sainte-Anne-de-Sorel, Municipalité (MÉ)",-1.9131714495952907,4.737944421740907,58437.0,57319.0,39152.0,41007.0
"Sainte-Victoire-de-Sorel, Municipalité (MÉ)",0.33522050059594755,9.666435826408126,53696.0,53876.0,34656.0,38006.0
"Sorel-Tracy, Ville (V)",1.3525433695971774,9.99407758365413,51015.0,51705.0,33770.0,37145.0
Squamish,4.110936559439738,4.984860492999248,68111.0,70911.0,49209.0,51662.0
"Kowtain 17, Indian reserve (IRI)",,,,,,
"Seaichem 16, Indian reserve (IRI)",,,,,,
"Squamish, District municipality (DM)",4.213156671315667,4.732045647001895,68832.0,71732.0,49598.0,51945.0
"Stawamus 24, Indian reserve (IRI)",,,,,,
"Waiwakum 14, Indian reserve (IRI)",,,,,,
"Yekwaupsum 18, Indian reserve (IRI)",,,,,,
St. Catharines - Niagara,2.5626070104799714,6.655675332910589,53149.0,54511.0,39425.0,42049.0
"Fort Erie, Town (T)",1.956676417108072,6.756190775352076,50596.0,51586.0,38202.0,40783.0
"Lincoln, Town (T)",-1.314423002402542,4.6689419795221845,64515.0,63667.0,43950.0,46002.0
"Niagara Falls, City (CY)",3.1130347927418014,7.340002740852405,48056.0,49552.0,36485.0,39163.0
"Niagara-on-the-Lake, Town (T)",-1.0734280943494183,4.323611314670965,71267.0,70502.0,47761.0,49826.0
"Pelham, Town (T)",3.9515369466563923,3.629544492166233,70074.0,72843.0,49593.0,51393.0
"Port Colborne, City (CY)",3.3957062055263854,8.163149373704092,49327.0,51002.0,35207.0,38081.0
"St. Catharines, City (CY)",3.4421353371687995,6.6824121377044134,51102.0,52861.0,38953.0,41556.0
"Thorold, City (CY)",6.500757411815624,8.306623931623932,46210.0,49214.0,37440.0,40550.0
"Wainfleet, Township (TP)",1.40051570061107,6.105379805282182,56622.0,57415.0,37901.0,40215.0
"Welland, City (CY)",4.423109891993828,8.004209826621613,46664.0,48728.0,36106.0,38996.0
St. John's,-1.04391311142366,4.582035306334372,63990.0,63322.0,46224.0,48342.0
"Bauline, Town (T)",4.19633305050356,6.343578694739138,54214.0,56489.0,36667.0,38993.0
"Bay Bulls, Town (T)",-5.239117837543034,3.033119710385989,58674.0,55600.0,40882.0,42122.0
"Conception Bay South, Town (T)",-1.7868802853912185,2.9229447681842453,62791.0,61669.0,43073.0,44332.0
"Flatrock, Town (T)",-3.74869081461935,9.920226453937211,73519.0,70763.0,38860.0,42715.0
"Holyrood, Town (T)",-11.248387096774195,2.148502442642658,62000.0,55026.0,39097.0,39937.0
"Logy Bay-Middle Cove-Outer Cove, Town (T)",-2.2163953891060206,-1.6229819725736592,80852.0,79060.0,58411.0,57463.0
"Mount Pearl, City (CY)",1.2851479671798653,5.3025591963645065,54235.0,54932.0,41810.0,44027.0
"Paradise, Town (T)",-3.2624828093299385,2.694111414163216,73441.0,71045.0,50963.0,52336.0
"Petty Harbour-Maddox Cove, Town (T)",7.028853421064331,0.11557353366079169,44986.0,48148.0,31149.0,31185.0
"Portugal Cove-St. Philip's, Town (T)",-1.4539804101112683,1.019825566515071,72078.0,71030.0,50793.0,51311.0
"Pouch Cove, Town (T)",-2.705402480645967,5.779499239175543,48052.0,46752.0,36145.0,38234.0
"St. John's, City (CY)",0.8112422043408862,5.4253299783693105,60771.0,61264.0,45306.0,47764.0
"Torbay, Town (T)",-2.5542696706156267,4.400375743659326,73015.0,71150.0,47905.0,50013.0
"Witless Bay, Town (T)",-4.673647641053373,2.6704628109478583,61023.0,58171.0,48119.0,49404.0
Steinbach,5.403986348674246,8.462322440919804,49519.0,52195.0,31398.0,34055.0
"Steinbach, City (CY)",5.403986348674246,8.462322440919804,49519.0,52195.0,31398.0,34055.0
Stratford,1.5160578756496057,5.4198365071114685,53494.0,54305.0,42326.0,44620.0
"Stratford, City (CY)",1.5160578756496057,5.4198365071114685,53494.0,54305.0,42326.0,44620.0
Strathmore,-1.6083083369760185,6.085693906663949,66343.0,65276.0,39256.0,41645.0
"Strathmore, Town (T)",-1.6083083369760185,6.085693906663949,66343.0,65276.0,39256.0,41645.0
Summerside,6.6227302055488995,6.904868745793134,43396.0,46270.0,35656.0,38118.0
"Linkletter, Rural municipality (RM)",1.1243781094527363,7.840795253140172,40200.0,40652.0,25954.0,27989.0
"Miscouche, Rural municipality (RM)",5.934931110339238,6.884057971014493,43185.0,45748.0,36156.0,38645.0
"Miscouche, Fire district (FD)",-4.553841422787146,2.660016625103907,39022.0,37245.0,37293.0,38285.0
"Summerside, City (CY)",7.3894722138151,7.590316785948505,42953.0,46127.0,35071.0,37733.0
Swift Current,1.1500961274375172,4.18131621793813,58256.0,58926.0,42379.0,44151.0
"Swift Current, City (CY)",1.4287456658477515,4.720296324437268,57393.0,58213.0,42116.0,44104.0
"Swift Current No. 137, Rural municipality (RM)",-3.0375281706241632,0.3886101886525825,61234.0,59374.0,42459.0,42624.0
Sylvan Lake,-6.7711790161149015,4.191467013454709,75334.0,70233.0,39986.0,41662.0
"Jarvis Bay, Summer village (SV)",,,,,,
"Norglenwold, Summer village (SV)",-26.16474860171601,-15.802475296935823,68298.0,50428.0,40076.0,33743.0
"Sylvan Lake, Town (T)",-6.9726366494948815,4.262328315848158,74735.0,69524.0,39462.0,41144.0
Terrace,2.984322226143066,6.64741987918193,59511.0,61287.0,41219.0,43959.0
"Kitimat-Stikine C (Part 1), Regional district electoral area (RDA)",-0.45344570668632134,6.379054280649643,62411.0,62128.0,41746.0,44409.0
"Kitimat-Stikine E, Regional district electoral area (RDA)",5.049994585423962,9.915475555305944,55406.0,58204.0,35611.0,39142.0
"Kitselas 1, Indian reserve (IRI)",6.567243833017078,11.912969949264992,33728.0,35943.0,30748.0,34411.0
"Kitsumkaylum 1, Indian reserve (IRI)",-2.1122736064708985,11.377084454007532,45496.0,44535.0,29744.0,33128.0
"Kshish 4, Indian reserve (IRI)",,,,,,
"Kulspai 6, Indian reserve (IRI)",,,,,,
"Terrace, City (CY)",3.3072689442244445,5.4287272123841355,59596.0,61567.0,42183.0,44473.0
Thetford Mines,5.211733980039175,8.765101058155292,42884.0,45119.0,34683.0,37723.0
"Saint-Adrien-d'Irlande, Municipalité (MÉ)",-0.3577940619947019,8.53629858568213,29067.0,28963.0,29767.0,32308.0
"Saint-Joseph-de-Coleraine, Municipalité (MÉ)",7.003444316877153,11.182266009852217,40937.0,43804.0,28420.0,31598.0
"Thetford Mines, Ville (V)",5.481820730909431,8.523279063124821,42796.0,45142.0,35010.0,37994.0
Thompson,-0.6675458734267897,7.91684997800264,61419.0,61009.0,45460.0,49059.0
"Thompson, City (CY)",-0.6675458734267897,7.91684997800264,61419.0,61009.0,45460.0,49059.0
Thunder Bay,3.3025241878817364,6.198173856330942,55503.0,57336.0,42932.0,45593.0
"Conmee, Township (TP)",2.6081579884206776,6.788886414804919,53371.0,54763.0,40419.0,43163.0
"Fort William 52, Indian reserve (IRI)",12.343173431734316,18.623326959847038,27100.0,30445.0,26150.0,31020.0
"Gillies, Township (TP)",-1.5867809258272172,-0.7081068667228049,48778.0,48004.0,26126.0,25941.0
"Neebing, Municipality (MU)",6.717089861336214,8.114312856238124,55530.0,59260.0,37896.0,40971.0
"O'Connor, Township (TP)",4.000213439578813,14.585068371705665,56222.0,58471.0,37223.0,42652.0
"Oliver Paipoonge, Municipality (MU)",4.053084076372163,1.8211773087541188,62693.0,65234.0,44916.0,45734.0
"Shuniah, Municipality (MU)",-1.6005595786701778,4.369767623816602,72912.0,71745.0,51124.0,53358.0
"Thunder Bay, City (CY)",3.322805267726861,6.427110034569528,54141.0,55940.0,42523.0,45256.0
Tillsonburg,2.984125722686905,6.722375984671067,50333.0,51835.0,37576.0,40102.0
"Tillsonburg, Town (T)",2.984125722686905,6.722375984671067,50333.0,51835.0,37576.0,40102.0
Timmins,1.3418332409430331,6.3715883561971225,61334.0,62157.0,41842.0,44508.0
"Timmins, City (CY)",1.3418332409430331,6.3715883561971225,61334.0,62157.0,41842.0,44508.0
Toronto,3.1834129816708003,6.724755665797452,66124.0,68229.0,47169.0,50341.0
"Ajax, Town (T)",4.328646264130135,8.236749278482753,58032.0,60544.0,43658.0,47254.0
"Aurora, Town (T)",3.253300721291836,4.11595788322166,80134.0,82741.0,51191.0,53298.0
"Bradford West Gwillimbury, Town (T)",2.172800764061807,8.587489829630908,58634.0,59908.0,40559.0,44042.0
"Brampton, City (CY)",5.6795261045882075,9.066809479180613,47099.0,49774.0,37345.0,40731.0
"Caledon, Town (T)",1.205601546475423,3.955310920586851,67767.0,68584.0,48871.0,50804.0
"Chippewas of Georgina Island First Nation, Indian reserve (IRI)",,,,,,
"East Gwillimbury, Town (T)",4.7192548708619055,6.351313732628109,64311.0,67346.0,46699.0,49665.0
"Georgina, Town (T)",2.2837980938933993,7.948339483394834,56660.0,57954.0,40650.0,43881.0
"Halton Hills, Town (T)",1.6920381862871574,5.030989364144158,73639.0,74885.0,52276.0,54906.0
"King, Township (TP)",2.3552651572709316,4.345890105975599,92134.0,94304.0,56145.0,58585.0
"Markham, City (CY)",4.98265093684941,6.803051317614424,57640.0,60512.0,43260.0,46203.0
"Milton, Town (T)",6.313287092066262,7.5450936394234915,66463.0,70659.0,46348.0,49845.0
"Mississauga, City (CY)",4.1892980141528025,6.671254874971323,58363.0,60808.0,43590.0,46498.0
"Mono, Town (T)",-1.8734301292654538,3.495836397241489,81615.0,80086.0,50317.0,52076.0
"New Tecumseth, Town (T)",2.200050306028339,6.020248852722713,59635.0,60947.0,42274.0,44819.0
"Newmarket, Town (T)",8.250571681327303,5.853495372951277,59911.0,64854.0,44845.0,47470.0
"Oakville, Town (T)",-1.8726445490226709,5.32659956359541,102422.0,100504.0,56828.0,59855.0
"Orangeville, Town (T)",2.845940647603596,8.124305812661978,59172.0,60856.0,43216.0,46727.0
"Pickering, City (CY)",3.857450250514379,5.668911244523771,63669.0,66125.0,49304.0,52099.0
"Richmond Hill, Town (T)",3.366391274002175,5.357696566998892,61609.0,63683.0,45150.0,47569.0
"Toronto, City (C)",3.244191780027265,7.284337251393012,68954.0,71191.0,49174.0,52756.0
"Uxbridge, Township (TP)",9.025469052643752,2.3169997475188877,69182.0,75426.0,51489.0,52682.0
"Vaughan, City (CY)",2.9909422115980013,6.196199280945044,69443.0,71520.0,48675.0,51691.0
"Whitchurch-Stouffville, Town (T)",1.3542568341105186,4.1398086239340195,71626.0,72596.0,49954.0,52022.0
Trail,1.3076754126611363,9.361061552185548,59189.0,59963.0,35872.0,39230.0
"Fruitvale, Village (VL)",5.261298246794764,5.402865867982147,59434.0,62561.0,34056.0,35896.0
"Kootenay Boundary A, Regional district electoral area (RDA)",-0.6859038539129395,8.71639329780029,66919.0,66460.0,33959.0,36919.0
"Montrose, Village (VL)",-3.9657662099813336,16.892471914305975,56786.0,54534.0,26793.0,31319.0
"Trail, City (CY)",1.9069069069069067,10.475943382628499,53280.0,54296.0,34689.0,38323.0
"Warfield, Village (VL)",5.987819065215904,10.758859679995668,58452.0,61952.0,36937.0,40911.0
Trois-Rivières,5.302141093617194,8.225921710822327,49414.0,52034.0,37783.0,40891.0
"Bécancour, Ville (V)",7.353371433029706,8.583359109186514,51269.0,55039.0,38796.0,42126.0
"Champlain, Municipalité (MÉ)",2.8169293683249297,8.59984784017583,50374.0,51793.0,35489.0,38541.0
"Saint-Luc-de-Vincennes, Municipalité (MÉ)",6.2826959215805775,17.94159626586429,39378.0,41852.0,25923.0,30574.0
"Saint-Maurice, Paroisse (municipalité de) (PE)",8.508471052905103,5.116364495054182,48105.0,52198.0,38113.0,40063.0
"Trois-Rivières, Ville (V)",5.129146025727275,8.22282579751824,49053.0,51569.0,37554.0,40642.0
"Wôlinak, Indian reserve (IRI)",,,,,,
"Yamachiche, Municipalité (MÉ)",4.600241518375903,7.638805612183715,43889.0,45908.0,33356.0,35904.0
Truro,2.956978051726292,7.0794726086834805,48022.0,49442.0,35723.0,38252.0
"Colchester, Subd. B, Subdivision of county municipality (SC)",1.9558044195580442,6.567831253065896,50005.0,50983.0,36694.0,39104.0
"Colchester, Subd. C, Subdivision of county municipality (SC)",1.1833227374336046,7.513783448315676,48761.0,49338.0,34643.0,37246.0
"Millbrook 27, Indian reserve (IRI)",42.98541405269762,15.616828180279956,25504.0,36467.0,26004.0,30065.0
"Truro, Town (T)",5.086232770761665,7.827777123336083,43313.0,45516.0,33956.0,36614.0
Val-d'Or,1.6986898892626212,7.661883271639369,65109.0,66215.0,39442.0,42464.0
"Lac Simon, Indian reserve (IRI)",35.46951718494272,22.954822954822955,19552.0,26487.0,28665.0,35245.0
"Val-d'Or, Ville (V)",1.3379089314869685,7.430083144368858,66148.0,67033.0,39690.0,42639.0
Vancouver,2.98442094725646,6.879334884666652,63932.0,65840.0,44263.0,47308.0
"Anmore, Village (VL)",0.7601341272777175,6.400221927199952,83801.0,84438.0,50467.0,53697.0
"Barnston Island 3, Indian reserve (IRI)",,,,,,
"Belcarra, Village (VL)",-6.827118882100976,-5.38769009295986,113928.0,106150.0,65297.0,61779.0
"Bowen Island, Island municipality (IM)",4.68624726067668,1.851021584576955,74836.0,78343.0,46839.0,47706.0
"Burnaby, City (CY)",5.966757682933534,8.408296780908483,54569.0,57825.0,40353.0,43746.0
"Burrard Inlet 3, Indian reserve (IRI)",4.834054834054834,12.726086803229562,63756.0,66838.0,56726.0,63945.0
"Capilano 5, Indian reserve (IRI)",11.347725475262896,16.8300305419419,34139.0,38013.0,28158.0,32897.0
"Coquitlam, City (CY)",3.1886058687856695,7.911007374667892,59399.0,61293.0,40273.0,43459.0
"Coquitlam 1, Indian reserve (IRI)",,,,,,
"Coquitlam 2, Indian reserve (IRI)",,,,,,
"Delta, City (CY)",1.7936219694797542,6.700779160367484,62778.0,63904.0,42995.0,45876.0
"Katzie 1, Indian reserve (IRI)",,,,,,
"Katzie 2, Indian reserve (IRI)",,,,,,
"Langley, District municipality (DM)",1.0618408095108967,5.730612994285452,70067.0,70811.0,43573.0,46070.0
"Langley, City (CY)",4.8566522323428405,7.63589186899309,53576.0,56178.0,37769.0,40653.0
"Lions Bay, Village (VL)",-7.254673310010955,5.048532960050099,84897.0,78738.0,54293.0,57034.0
"Maple Ridge, City (CY)",1.7086695118532134,9.054777950578883,64202.0,65299.0,40509.0,44177.0
"Matsqui 4, Indian reserve (IRI)",21.159453109519628,1.0558298518799847,35327.0,42802.0,26330.0,26608.0
"McMillan Island 6, Indian reserve (IRI)",,,,,,
"Metro Vancouver A, Regional district electoral area (RDA)",-3.770963418222237,3.2744032468872533,61178.0,58871.0,43611.0,45039.0
"Mission 1, Indian reserve (IRI)",16.429486267254877,3.6782344474652167,28108.0,32726.0,31265.0,32415.0
"Musqueam 2, Indian reserve (IRI)",1.3369967332280468,11.805320843995943,46223.0,46841.0,41422.0,46312.0
"Musqueam 4, Indian reserve (IRI)",,,,,,
"New Westminster, City (CY)",3.4973335627042834,6.564146058387645,58130.0,60163.0,44804.0,47745.0
"North Vancouver, District municipality (DM)",-1.8383706187885978,3.8935574229691876,97804.0,96006.0,57120.0,59344.0
"North Vancouver, City (CY)",5.145661574371942,7.225588392893945,66833.0,70272.0,48522.0,52028.0
"Pitt Meadows, City (CY)",1.9367522155155203,5.078062312295101,65109.0,66370.0,43619.0,45834.0
"Port Coquitlam, City (CY)",3.104051778225407,7.001906577693042,60566.0,62446.0,41960.0,44898.0
"Port Moody, City (CY)",3.054448871181939,6.476320327224607,77559.0,79928.0,49874.0,53104.0
"Richmond, City (CY)",3.8414075872775766,7.835382148583644,50242.0,52172.0,37420.0,40352.0
"Semiahmoo, Indian reserve (IRI)",,,,,,
"Seymour Creek 2, Indian reserve (IRI)",,,,,,
"Surrey, City (CY)",4.623203246482346,9.647610323832104,52734.0,55172.0,37118.0,40699.0
"Tsawwassen, Tsawwassen Lands (TWL)",0.9284855769230769,2.6063407383274626,66560.0,67178.0,49111.0,50391.0
"Vancouver, City (CY)",3.411977155609061,6.41898698472821,68113.0,70437.0,49634.0,52820.0
"West Vancouver, District municipality (DM)",-6.0725058334756135,-3.0040710747931394,140568.0,132032.0,68041.0,65997.0
"White Rock, City (CY)",5.198898888904737,5.864256873678139,70111.0,73756.0,46809.0,49554.0
"Whonnock 1, Indian reserve (IRI)",,,,,,
Vernon,0.8650070065567531,6.027680439660171,57803.0,58303.0,39667.0,42058.0
"Coldstream, District municipality (DM)",0.9016313236506982,5.626752566568562,71537.0,72182.0,43151.0,45579.0
"North Okanagan B, Regional district electoral area (RDA)",-1.9507645675869976,8.47031197584703,51467.0,50463.0,35772.0,38802.0
"North Okanagan C, Regional district electoral area (RDA)",-0.8941853955050788,7.985183691982059,62515.0,61956.0,39686.0,42855.0
"Okanagan (Part) 1, Indian reserve (IRI)",1.2691006648781056,13.7859649122807,42865.0,43409.0,28500.0,32429.0
"Priest's Valley 6, Indian reserve (IRI)",3.619672131147541,12.218030641311879,30500.0,31604.0,25978.0,29152.0
"Vernon, City (CY)",2.8418950943255394,5.619729108101201,53591.0,55114.0,39130.0,41329.0
Victoria,2.4501140708846116,7.089743589743589,62242.0,63767.0,46800.0,50118.0
"Becher Bay 1, Indian reserve (IRI)",,,,,,
"Central Saanich, District municipality (DM)",3.129967905456073,3.373697086819761,66678.0,68765.0,48641.0,50282.0
"Cole Bay 3, Indian reserve (IRI)",-0.09196555471950506,15.871387798787016,23922.0,23900.0,22424.0,25983.0
"Colwood, City (CY)",2.2499424777306642,6.595828596617405,60846.0,62215.0,43103.0,45946.0
"East Saanich 2, Indian reserve (IRI)",0.3030910275036321,6.323821775230967,39922.0,40043.0,34204.0,36367.0
"Esquimalt, District municipality (DM)",3.964916953634824,5.523914087696425,52561.0,54645.0,43719.0,46134.0
"Esquimalt, Indian reserve (IRI)",,,,,,
"Highlands, District municipality (DM)",3.4581354343716746,3.4268477989703583,62953.0,65130.0,44093.0,45604.0
"Juan de Fuca (Part 1), Regional district electoral area (RDA)",1.609985197638932,8.63184626278905,54721.0,55602.0,40953.0,44488.0
"Langford, City (CY)",3.5591648925211183,8.95754307389973,58244.0,60317.0,43762.0,47682.0
"Metchosin, District municipality (DM)",-2.8437853151075125,9.029261495587553,64597.0,62760.0,43060.0,46948.0
"New Songhees 1A, Indian reserve (IRI)",2.265536723163842,9.284166241713411,35400.0,36202.0,31376.0,34289.0
"North Saanich, District municipality (DM)",-1.5819153268098864,-0.3768011663794899,81041.0,79759.0,52813.0,52614.0
"Oak Bay, District municipality (DM)",-2.671813732940211,-0.3009077383440044,98697.0,96060.0,59819.0,59639.0
"Saanich, District municipality (DM)",1.7320922703358963,5.914569676464368,61775.0,62845.0,47290.0,50087.0
"Sidney, Town (T)",2.170860973640799,6.693427709555593,56982.0,58219.0,42101.0,44919.0
"Sooke, District municipality (DM)",4.59998179666879,6.761611496022582,54935.0,57462.0,38970.0,41605.0
"South Saanich 1, Indian reserve (IRI)",5.284314546520392,10.278870218090812,23882.0,25144.0,27970.0,30845.0
"T'Sou-ke, Indian reserve (IRI)",,,,,,
"Union Bay 4, Indian reserve (IRI)",,,,,,
"Victoria, City (CY)",5.487971196334079,9.761644629757631,54993.0,58011.0,44849.0,49227.0
"View Royal, Town (T)",2.958760567002025,5.234563642635392,62222.0,64063.0,46384.0,48812.0
Victoriaville,4.196978175713487,7.070217917675545,46462.0,48412.0,37170.0,39798.0
"Chesterville, Municipalité (MÉ)",0.5032747328507411,10.485366176665343,43515.0,43734.0,30204.0,33371.0
"Saint-Christophe-d'Arthabaska, Paroisse (municipalité de) (PE)",7.830512486684816,9.519602693281124,42245.0,45553.0,41882.0,45869.0
"Saint-Valère, Municipalité (MÉ)",-2.026467176439952,9.64245887928631,42241.0,41385.0,28696.0,31463.0
"Victoriaville, Ville (V)",4.379042690815006,6.911868262824332,46380.0,48411.0,36922.0,39474.0
Wasaga Beach,1.7230979572140905,8.069685265839428,49736.0,50593.0,36507.0,39453.0
"Wasaga Beach, Town (T)",1.7230979572140905,8.069685265839428,49736.0,50593.0,36507.0,39453.0
Wetaskiwin,1.585401177947282,6.1177375913813,51785.0,52606.0,36386.0,38612.0
"Wetaskiwin, City (CY)",1.585401177947282,6.1177375913813,51785.0,52606.0,36386.0,38612.0
Weyburn,-11.778511540578162,5.283276118131132,61782.0,54505.0,41073.0,43243.0
"McTaggart, Village (VL)",,,,,,
"Weyburn, City (CY)",-13.952212301092432,6.132845825716027,60141.0,51750.0,41025.0,43541.0
"Weyburn No. 67, Rural municipality (RM)",5.043788992706717,-1.6908019308211324,68282.0,71726.0,37497.0,36863.0
Whitehorse,4.756508422664625,4.722222222222222,65300.0,68406.0,58680.0,61451.0
"Ibex Valley, Hamlet (HAM)",1.3371686231827722,12.405994843145681,51452.0,52140.0,37232.0,41851.0
"Lake Laberge 1, Self-government (SG)",,,,,,
"Macpherson-Grizzly Valley, Unorganized (NO)",2.145061997523587,9.964897790625646,57341.0,58571.0,48430.0,53256.0
"Marsh Lake, Unorganized (NO)",5.221623342657661,0.4612259091824221,43971.0,46267.0,54637.0,54889.0
"Mt. Lorne, Hamlet (HAM)",0.5418985134125073,1.1111333560231438,48164.0,48425.0,49949.0,50504.0
"Whitehorse, City (CY)",4.742471364636274,4.71941372056728,65915.0,69041.0,58948.0,61730.0
"Whitehorse, Unorganized, Unorganized (NO)",-0.5910508376241932,3.611875737318128,55156.0,54830.0,50860.0,52697.0
Williams Lake,1.778762133822435,8.264554061887543,57793.0,58821.0,36227.0,39221.0
"Alkali Lake 1, Indian reserve (IRI)",14.495275982098457,11.248698898101289,24132.0,27630.0,27861.0,30995.0
